,cluster,WCSS_Score,Silhouette_Score
0,3,143342.751571706,0.3839349967742105
1,4,109997.08872264271,0.3923692568421039
2,5,97168.27666406195,0.37140638725783
3,6,58336.739392796364,0.45094537370653903
4,7,51118.949931647294,0.4398198217929885
5,8,48989.59645562771,0.40675675101714887
