,0,1,2
0,27.0,56.65789474,49.13157895
1,56.34090909,53.70454545,49.38636364
2,41.68571429,88.22857143,17.28571429
3,32.69230769,86.53846154,82.12820513
4,44.31818182,25.77272727,20.27272727
5,25.27272727,25.72727273,79.36363636
